seed,val_auc,val_ap,test_auc_site,test_ap_site,best_iter,pooled_spearman,pooled_pearson,pooled_rmse,pooled_mae,n_windows,macro_mean_spearman,macro_median_spearman,macro_mean_pearson,macro_median_pearson,macro_mean_rmse,macro_mean_mae,n_groups
42,0.9493002939138664,0.9564164257657658,0.9319441053146591,0.9594141822834088,40,0.695375225228683,0.8062873762127889,1.5192009605575454,1.2192316358193023,1202,0.7097421865421853,0.7216920055470788,0.8113719787716704,0.8010620107077862,1.571116805393349,1.2604868841651373,11
52,0.9501312308501813,0.9545291224940389,0.9496107856989351,0.9691051726236979,46,0.7016056940284893,0.8161155838322834,1.4962854892193493,1.1802669030386046,1202,0.7153025174028156,0.7264998365525402,0.8204003754607888,0.8136389216273014,1.548860062097141,1.222734034619081,11
62,0.9566584270360309,0.9594521962985447,0.9389126051111811,0.963736111324188,50,0.7059125679178475,0.8224096091015198,1.4856199288744625,1.1567504908162562,1202,0.7194497519529427,0.7310668300122736,0.8272426036282611,0.8182796026920616,1.538128853212669,1.19948747128021,11
72,0.9465198108546238,0.9519614310599013,0.9450002057641393,0.9667561190758811,41,0.6956168703866411,0.8066218834836245,1.5161490745302504,1.2129461722732613,1202,0.7111635186007627,0.7208981336370861,0.8118668625775861,0.8052498183330681,1.5681166938227078,1.2547601882407622,11
82,0.9619780971579027,0.9623372283686747,0.9311051134674915,0.9590873483046423,34,0.6925601201413042,0.8000006897458691,1.5397902029387556,1.2548598282589003,1202,0.7079712307444571,0.7215849666378663,0.8052960420835028,0.793445637304176,1.5913574532199235,1.2951566172202116,11
