n_runs,val_auc_mean,val_auc_std,val_auc_min,val_auc_max,val_ap_mean,val_ap_std,val_ap_min,val_ap_max,test_auc_site_mean,test_auc_site_std,test_auc_site_min,test_auc_site_max,test_ap_site_mean,test_ap_site_std,test_ap_site_min,test_ap_site_max,pooled_spearman_mean,pooled_spearman_std,pooled_spearman_min,pooled_spearman_max,pooled_pearson_mean,pooled_pearson_std,pooled_pearson_min,pooled_pearson_max,pooled_rmse_mean,pooled_rmse_std,pooled_rmse_min,pooled_rmse_max,pooled_mae_mean,pooled_mae_std,pooled_mae_min,pooled_mae_max,macro_mean_spearman_mean,macro_mean_spearman_std,macro_mean_spearman_min,macro_mean_spearman_max,macro_median_spearman_mean,macro_median_spearman_std,macro_median_spearman_min,macro_median_spearman_max,macro_mean_pearson_mean,macro_mean_pearson_std,macro_mean_pearson_min,macro_mean_pearson_max,macro_median_pearson_mean,macro_median_pearson_std,macro_median_pearson_min,macro_median_pearson_max,macro_mean_rmse_mean,macro_mean_rmse_std,macro_mean_rmse_min,macro_mean_rmse_max,macro_mean_mae_mean,macro_mean_mae_std,macro_mean_mae_min,macro_mean_mae_max
5,0.9529175719625209,0.0062822539340285175,0.9465198108546238,0.9619780971579027,0.956939280797385,0.004071664608566326,0.9519614310599013,0.9623372283686747,0.9393145630712812,0.008065652697861239,0.9311051134674915,0.9496107856989351,0.9636197867223636,0.004420680864942068,0.9590873483046423,0.9691051726236979,0.6982140955405931,0.005420830614637816,0.6925601201413042,0.7059125679178475,0.8102870284752172,0.008890560852334126,0.8000006897458691,0.8224096091015198,1.5114091312240727,0.021109668424076976,1.4856199288744625,1.5397902029387556,1.2048110060412651,0.037720174356994936,1.1567504908162562,1.2548598282589003,0.7127258410486327,0.00463140377404192,0.7079712307444571,0.7194497519529427,0.724348354477369,0.0043693052786050015,0.7208981336370861,0.7310668300122736,0.8152355725043618,0.008601072812129797,0.8052960420835028,0.8272426036282611,0.8063351981328786,0.00988861100513146,0.793445637304176,0.8182796026920616,1.563515973549158,0.0206965509293548,1.538128853212669,1.5913574532199235,1.2465250391050804,0.036763860889697776,1.19948747128021,1.2951566172202116
