n_runs,test_spearman_mean,test_spearman_std,test_spearman_min,test_spearman_max,test_pearson_mean,test_pearson_std,test_pearson_min,test_pearson_max,test_rmse_mean,test_rmse_std,test_rmse_min,test_rmse_max,test_mae_mean,test_mae_std,test_mae_min,test_mae_max,macro_mean_spearman_mean,macro_mean_spearman_std,macro_mean_spearman_min,macro_mean_spearman_max,macro_median_spearman_mean,macro_median_spearman_std,macro_median_spearman_min,macro_median_spearman_max,macro_mean_pearson_mean,macro_mean_pearson_std,macro_mean_pearson_min,macro_mean_pearson_max,macro_median_pearson_mean,macro_median_pearson_std,macro_median_pearson_min,macro_median_pearson_max
5,0.6897647115744123,0.021381535402566425,0.6589725523275415,0.7181498377092655,0.9147496820198213,0.022480602732619304,0.8884426177962484,0.9470546173607948,0.8567066222620475,0.10673570177353908,0.6966533981960099,0.9758931669356594,0.3458920260005516,0.06775010345843138,0.25327137397437943,0.42677103081398865,0.7056925645920289,0.019675581519158165,0.6771506706039445,0.7319198518985583,0.7218392385551692,0.03677749842288611,0.6634721472469042,0.7544102321296996,0.9211747372820659,0.02056133343055058,0.8962880587753723,0.950214199396389,0.9281074116859326,0.02378402902103,0.8947562264117728,0.9562831961997678
